,AscensionNum,AlignmentScore,Location
1550,MA-MGH-00566,8104.0,USA
1551,MA-MGH-00062,8104.0,USA
1552,MA-MGH-00056,8105.0,USA
1553,MA-MGH-00261,8105.0,USA
1554,MA-MGH-00468,8105.0,USA
1555,MA-MGH-00200,8103.0,USA
1556,MA-MGH-00245,8105.0,USA
1557,MA-MGH-00537,8105.0,USA
1558,MI-MDHHS-SC20518,7704.0,USA
1559,MI-MDHHS-SC20543,7899.0,USA
1560,BC_18111443,8103.0,Canada
1561,Friesland_20,8102.0,Netherlands
1562,NA_494,8103.0,Netherlands
1563,NA_519,8103.0,Netherlands
1564,NA_547,8105.0,Netherlands
1565,NA_578,8103.0,Netherlands
1566,NA_604,7857.0,Netherlands
1567,NoordHolland_11,8105.0,Netherlands
1568,Overijssel_28,8105.0,Netherlands
1569,Flevoland_8,8105.0,Netherlands
1570,Gelderland_106,8104.0,Netherlands
1571,Gelderland_132,7673.0,Netherlands
1572,Gelderland_157,8104.0,Netherlands
1573,Gelderland_42,8105.0,Netherlands
1574,Gelderland_68,7856.0,Netherlands
1575,Gelderland_93,8104.0,Netherlands
1576,Limburg_29,8105.0,Netherlands
1577,Limburg_54,8105.0,Netherlands
1578,NA_632,7683.0,Netherlands
1579,NA_657,8105.0,Netherlands
1580,NA_682,7754.0,Netherlands
1581,NA_707,7740.0,Netherlands
1582,NoordBrabant_132,8104.0,Netherlands
1583,NoordBrabant_157,8103.0,Netherlands
1584,NoordHolland_27,8105.0,Netherlands
1585,Utrecht_44,8104.0,Netherlands
1586,Zeeland_29,7426.0,Netherlands
1587,ZuidHolland_119,8105.0,Netherlands
1588,ZuidHolland_144,8102.0,Netherlands
1589,ZuidHolland_170,8104.0,Netherlands
1590,ZuidHolland_195,8104.0,Netherlands
1591,ZuidHolland_220,8103.0,Netherlands
1592,CT-UW-6594,8105.0,USA
1593,WA-UW-5781,8105.0,USA
1594,WA-UW-10108,8105.0,USA
1595,GJ-GBRC160b,8105.0,India
1596,BIRM-5F5A9,8101.0,England
1597,BIRM-5FF8D,8101.0,England
1598,CAMB-1B3681,8104.0,England
1599,CVR2925,8103.0,Scotland
1600,CVR3008,8104.0,Scotland
1601,CVR3056,8105.0,Scotland
1602,CVR3084,8105.0,Scotland
1603,CVR3120,7815.0,Scotland
1604,EDB4534,8101.0,Scotland
1605,EDB5464,8099.0,Scotland
1606,LOND-D6A8D,8105.0,England
1607,NORT-2854E7,8103.0,England
1608,NORW-E90A3,8105.0,England
1609,NORW-E9A69,7719.0,England
1610,NORW-EA7DA,8105.0,England
1611,NORW-EB2C9,8104.0,England
1612,NOTT-111751,8105.0,England
1613,NOTT-11192E,8105.0,England
1614,NOTT-111B82,8102.0,England
1615,PORT-2CFD5F,8102.0,England
1616,SHEF-C50BC,8104.0,England
1617,SHEF-C99BD,7807.0,England
1618,SHEF-CE62A,8104.0,England
1619,BCSIR-NILMRC-003,8105.0,Bangladesh
1620,GC-0328313,8105.0,Belgium
1621,HJ-0328338,8104.0,Belgium
1622,MFM-0330363,8103.0,Belgium
1623,VSPE-0328388,8104.0,Belgium
1624,PS-0408413,8104.0,Belgium
1625,174,8106.0,Singapore
1626,199,8104.0,Singapore
1627,224,8104.0,Singapore
1628,249,8103.0,Singapore
1629,274,8105.0,Singapore
1630,299,8104.0,Singapore
1631,TKY10459,8105.0,Japan
1632,ChVir7365,8105.0,BosniaandHerzegovina
1633,MI-MDHHS-SC20565,7575.0,USA
1634,MI-MDHHS-SC20590,7793.0,USA
1635,MI-MDHHS-SC20615,8064.0,USA
1636,MI-MDHHS-SC20640,7414.0,USA
1637,BC_19431931,7185.0,Canada
1638,BC_21084910,7637.0,Canada
1639,BC_21446719,8103.0,Canada
1640,BC_22946611,8103.0,Canada
1641,MN-MDH-1043,8103.0,USA
1642,CO-WYPHL-00082,7572.0,USA
1643,WY-WYPHL-00046,7303.0,USA
1644,WY-WYPHL-00071,7637.0,USA
1645,WY-WYPHL-00098,7583.0,USA
1646,OR-ILSCV12751,8105.0,India
1647,OR-ILSCV15937,8104.0,India
1648,OR-ILSCV19156,8105.0,India
1649,OR-ILSCV27412,8105.0,India
1650,VA-DCLS-0349,8105.0,USA
1651,CT-Yale-203,7809.0,USA
1652,CT-Yale-233,7636.0,USA
1653,BC_24234949,8104.0,Canada
1654,BC_25593681,8104.0,Canada
1655,BC_26656159,8105.0,Canada
1656,LA-BIE-029,8102.0,USA
1657,WA-S835,8105.0,USA
1658,WA-S860,8103.0,USA
1659,WA-S890,8103.0,USA
1660,WA-S915,8057.0,USA
1661,WA-S940,8105.0,USA
1662,WA-S967,8105.0,USA
1663,WA-S1001,8104.0,USA
1664,WA-S1026,8102.0,USA
1665,WA-S1051,8104.0,USA
1666,WA-S1076,8103.0,USA
1667,WA-S1101,8105.0,USA
1668,WA-S1126,8102.0,USA
1669,WA-S1151,8104.0,USA
1670,WA-S1176,8103.0,USA
1671,WA-S1201,8102.0,USA
1672,01,8097.0,Shaoxing
1673,QC_AI5,8104.0,Canada
1674,QC_AT7,8102.0,Canada
1675,QC_BC3,7942.0,Canada
1676,ON_MU-S679,7840.0,Canada
1677,ON-UHTC_0011,6930.0,Canada
1678,ON-UHTC_0057,8101.0,Canada
1679,MA-0406273,8103.0,Belgium
1680,CGMH-CGU-29,8105.0,Taiwan
1681,Tygerberg_24,7857.0,SouthAfrica
1682,BCSIR-NILMRC-084,8104.0,Bangladesh
1683,20094061404,8104.0,England
1684,20099068104,7923.0,England
1685,20100000604,7594.0,England
1686,20102000402,8073.0,England
1687,20102007004,7280.0,England
1688,201040036,7922.0,England
1689,201040154,8104.0,England
1690,201060014,7555.0,England
1691,201060056,7679.0,England
1692,201061439,8065.0,England
1693,201080031,8105.0,England
1694,201080077,8104.0,England
1695,20108152504,8071.0,England
1696,20109003104,7549.0,England
1697,20109008704,8027.0,England
1698,20109041804,7828.0,England
1699,201090537,6897.0,England
1700,201100059,7363.0,England
1701,201101382,8106.0,England
1702,201121125,7626.0,England
1703,201140058,7924.0,England
1704,201140442,8079.0,England
1705,201141522,7785.0,England
1706,201160068,8105.0,England
1707,201160962,8105.0,England
1708,201161375,7860.0,England
1709,201161595,7271.0,England
1710,20118012004,6831.0,England
1711,20118041904,7558.0,England
1712,20118060904,7544.0,England
1713,20118124504,7626.0,England
1714,20118158504,8105.0,England
1715,20119002504,7497.0,England
1716,20119025604,8104.0,England
1717,20119041304,8001.0,England
1718,20119062704,7903.0,England
1719,20119079904,7833.0,England
1720,20119094404,8017.0,England
1721,20120036704,7847.0,England
1722,20169006004,6643.0,England
1723,20169021004,8097.0,England
1724,20169034804,7558.0,England
1725,20170000304,7996.0,England
1726,20170036204,8000.0,England
1727,20172000304,7920.0,England
1728,20172027504,7625.0,England
1729,20172055204,6621.0,England
1730,20174004404,7879.0,England
1731,20176039504,7539.0,England
1732,20180031404,7287.0,England
1733,20184129604,7373.0,England
1734,20186106204,8044.0,England
1735,20188064104,8089.0,England
1736,20189054101,8053.0,England
1737,20189158801,8103.0,England
1738,20190042401,7981.0,England
1739,20194041601,8098.0,England
1740,20198040004,6721.0,England
1741,20206035304,7786.0,England
1742,Qc-L00240788,8105.0,Canada
1743,20186120904,8103.0,England
1744,20122007006,7453.0,England
1745,20122069904,7751.0,England
1746,20124012804,7705.0,England
1747,201380236,7559.0,England
1748,20139069704,8104.0,England
1749,20140064604,8105.0,England
1750,201420073,7595.0,England
1751,20142024504,8105.0,England
1752,20142130904,8065.0,England
1753,201440210,7633.0,England
1754,20144076604,7857.0,England
1755,20146017804,7803.0,England
1756,20148034804,8041.0,England
1757,20149002304,7508.0,England
1758,20149005504,8008.0,England
1759,20149008304,8101.0,England
1760,20149014604,7670.0,England
1761,20149034604,8052.0,England
1762,20149053504,6396.0,England
1763,20152054104,8105.0,England
1764,20154074604,7834.0,England
1765,20156001904,7974.0,England
1766,20156041004,7382.0,England
1767,20156049704,6941.0,England
1768,201580190,8104.0,England
1769,201620024,8104.0,England
1770,20162011104,8103.0,England
1771,20164065904,8105.0,England
1772,20164082704,8105.0,England
1773,20166005604,6608.0,England
1774,20166014404,8042.0,England
1775,20166061704,7193.0,England
1776,20166072004,8101.0,England
1777,20168033004,8105.0,England
1778,BCSIR-NILMRC-076,8105.0,Bangladesh
1779,NE-11120,8104.0,USA
1780,BC_00713032,8105.0,Canada
1781,BC_02585169,8105.0,Canada
1782,BC_03471188,8103.0,Canada
1783,BC_05017368,8104.0,Canada
1784,BC_06378958,8105.0,Canada
1785,BC_07943734,7850.0,Canada
1786,TG-NGC-CDFD-12,8101.0,India
1787,BY-MVP-0182,8099.0,Germany
1788,BY-MVP-0244,7829.0,Germany
1789,BY-MVP-0296,8103.0,Germany
1790,BS-ETHZ-100027,8100.0,Switzerland
1791,BE-ETHZ-100054,8100.0,Switzerland
1792,BS-ETHZ-130005,7865.0,Switzerland
1793,GJ-GBRC174b,8104.0,India
1794,AN-IBV-002987,8105.0,Spain
1795,CN-IBV-002601,8105.0,Spain
1796,PV-IBV-001566,8105.0,Spain
1797,PV-IBV-001555,8104.0,Spain
1798,PV-IBV-001478,8104.0,Spain
1799,MD-IBV-003669,8104.0,Spain
1800,MD-IBV-003653,8104.0,Spain
1801,MD-IBV-003716,8104.0,Spain
1802,GA-IBV-002714,8104.0,Spain
1803,GA-IBV-002754,8103.0,Spain
1804,BC_10111910,8105.0,Canada
1805,BC_12793935,8105.0,Canada
1806,RJ-2776,8104.0,Brazil
1807,NY-NYUMC895,7857.0,USA
1808,NY-NYUMC920,8105.0,USA
1809,KRISP-0028,7962.0,SouthAfrica
1810,KRISP-0099,7529.0,SouthAfrica
1811,KRISP-0136,8103.0,SouthAfrica
1812,KRISP-0163,8104.0,SouthAfrica
1813,NM-UNM-00081,6321.0,USA
1814,NM-UNM-00136,7853.0,USA
1815,NM-UNM-00002,7809.0,USA
1816,NM-UNM-00032,7538.0,USA
1817,NM-UNM-00097,7810.0,USA
1818,NM-UNM-00168,8104.0,USA
1819,BRIS-131199,6998.0,England
1820,VA-DCLS-0400,8105.0,USA
1821,CA-QDX-159,8105.0,USA
1822,GA-QDX-116,8105.0,USA
1823,MI-QDX-58,8105.0,USA
1824,NY-QDX-147,8104.0,USA
1825,UT-QDX-63,8105.0,USA
1826,CA-IGI-0006,8101.0,USA
1827,CA-SR0447,8105.0,USA
1828,SAP276,7950.0,Australia
1829,SAP289,8105.0,Australia
1830,CUNCI-HGC007,8105.0,Egypt
1831,CHRF-0005,8104.0,Bangladesh
1832,OR-OHSU-0085,7912.0,USA
1833,OR-OHSU-0182,7979.0,USA
1834,Bucuresti-14545,8104.0,Romania
1835,BE-ETHZ-120019,7847.0,Switzerland
1836,BE-ETHZ-120070,8100.0,Switzerland
1837,ZH-ETHZ-120191,7981.0,Switzerland
1838,BL-ETHZ-120230,7811.0,Switzerland
1839,SP-506,8105.0,Brazil
1840,CA-CZB-1317,8104.0,USA
1841,CA-CZB-1396,7211.0,USA
1842,CA-CZB-1433,8105.0,USA
1843,CA-CZB-1474,7978.0,USA
1844,CA-CZB-1506,8104.0,USA
1845,CA-CZB-1533,8103.0,USA
1846,CA-CZB-1570,8104.0,USA
1847,CA-CZB-1599,8103.0,USA
1848,CA-CZB-1624,8105.0,USA
1849,NY-QDX-105,8103.0,USA
1850,CA-CZB-1659,8103.0,USA
1851,CA-CZB-1693,8103.0,USA
1852,CA-CZB-1730,6959.0,USA
1853,BC_15918444,8105.0,Canada
1854,LA-BIE-003,8102.0,USA
1855,UGent-77,8103.0,Belgium
1856,Huasco-00013,7808.0,Chile
1857,AR-IBV-2436,8102.0,Spain
1858,AR-IBV-2446,8104.0,Spain
1859,AR-IBV-2440,8102.0,Spain
1860,AR-IBV-2395,8104.0,Spain
1861,PV-IBV-2130,8104.0,Spain
1862,PV-IBV-2143,8104.0,Spain
1863,PV-IBV-2147,8105.0,Spain
1864,IB-IBV-2521,8104.0,Spain
1865,IB-IBV-2499,8105.0,Spain
1866,IB-IBV-2532,8105.0,Spain
1867,GJ-GBRC186b,8102.0,India
1868,RMPS-05,8105.0,Morocco
1869,20-50261,8105.0,Sweden
1870,348,8103.0,Singapore
1871,379,8104.0,Singapore
1872,404,8103.0,Singapore
1873,CT-Yale-268,7941.0,USA
1874,BC_19133870,8103.0,Canada
1875,85613,8105.0,SaudiArabia
1876,BCSIR-NILMRC-090,8105.0,Bangladesh
1877,NORT-28B232,7425.0,England
1878,NORT-28C6BD,8104.0,England
1879,BRIS-12BF3E,8104.0,England
1880,BRIS-12BA97,8105.0,England
1881,BRIS-12C1DD,7865.0,England
1882,BRIS-12C00D,8103.0,England
1883,BRIS-12BD34,7290.0,England
1884,BRIS-12C52C,8105.0,England
1885,BRIS-12C902,8105.0,England
1886,BRIS-127020,8106.0,England
1887,BRIS-1276F1,8103.0,England
1888,BRIS-127390,8105.0,England
1889,BRIS-126F42,8037.0,England
1890,BRIS-1276B5,8105.0,England
1891,BRIS-127AF5,8103.0,England
1892,BRIS-1272C0,8103.0,England
1893,BRIS-128098,8104.0,England
1894,BRIS-127C0E,7864.0,England
1895,BRIS-126ECD,8105.0,England
1896,BRIS-128256,8105.0,England
1897,BRIS-12B156,8103.0,England
1898,BRIS-12B02C,7723.0,England
1899,NIRE-101244,8104.0,NorthernIreland
1900,NIRE-100B86,7819.0,NorthernIreland
1901,CAMB-1B29C5,7807.0,England
1902,GCVR-17225D,7514.0,Scotland
1903,GCVR-172387,8102.0,Scotland
1904,GCVR-171F0C,7811.0,Scotland
1905,GCVR-1724FD,7062.0,Scotland
1906,NIRE-FC5F9,7832.0,NorthernIreland
1907,NIRE-FBE3B,7810.0,NorthernIreland
1908,NIRE-FC447,7830.0,NorthernIreland
1909,CAMB-1AB24C,7570.0,England
1910,CAMB-1ABC11,7808.0,England
1911,CAMB-1AB376,7808.0,England
1912,CAMB-1ABBF6,8103.0,England
1913,CAMB-1ABA17,7570.0,England
1914,CAMB-1AB0F7,7874.0,England
1915,CAMB-1ABC6C,7810.0,England
1916,CAMB-1AA7E4,7983.0,England
1917,CAMB-1AA720,8105.0,England
1918,CAMB-1AA81E,7809.0,England
1919,CAMB-8078B,7809.0,England
1920,CAMB-7F6BF,7810.0,England
1921,CAMB-80114,7810.0,England
1922,CAMB-8040C,7407.0,England
1923,CAMB-80457,7809.0,England
1924,CAMB-7FA59,7810.0,England
1925,CAMB-7F910,7809.0,England
1926,CAMB-79318,7810.0,England
1927,UT-03906,7795.0,USA
1928,MG-0220,7834.0,Brazil
1929,PA-0237,7539.0,Brazil
1930,RJ-0270,7834.0,Brazil
1931,UT-02034,7482.0,USA
1932,UT-01844,7851.0,USA
1933,UT-02140,7846.0,USA
1934,UT-02134,7845.0,USA
1935,MN-MDH-1081,8104.0,USA
1936,MN-MDH-1106,8104.0,USA
1937,WA22,8105.0,Australia
1938,WA48,8105.0,Australia
1939,Moscow_PMVL-11,8105.0,Russia
1940,1251,7570.0,Gambia
1941,WI-WSLH-200028,8105.0,USA
1942,WI-WSLH-200053,8105.0,USA
1943,WI-WSLH-200078,8098.0,USA
1944,USFQ-045,8105.0,Ecuador
1945,Buzau-292711,8101.0,Romania
1946,KCDC2026,8105.0,SouthKorea
1947,20236092104,8104.0,England
1948,SP-131,8105.0,Brazil
1949,TG-CCMB-L1452,8104.0,India
1950,TG-CCMB-L1510,8104.0,India
1951,TG-CCMB-L276-P3,8104.0,India
1952,MI-MDHHS-SC20669,8104.0,USA
1953,MI-MDHHS-SC20694,7735.0,USA
1954,MI-MDHHS-SC20719,8105.0,USA
1955,MI-MDHHS-SC20747,8105.0,USA
1956,MI-MDHHS-SC20772,8105.0,USA
1957,MI-MDHHS-SC20797,8105.0,USA
1958,MI-MDHHS-SC20822,8105.0,USA
1959,MI-MDHHS-SC20847,7889.0,USA
1960,MI-MDHHS-SC20872,7682.0,USA
1961,EXET-136D45,8105.0,England
1962,EXET-136FE5,8103.0,England
1963,EXET-13739D,7570.0,England
1964,LIVE-9F640,8104.0,England
1965,LIVE-9F84A,8104.0,England
1966,LIVE-9FB41,7552.0,England
1967,LIVE-9FE48,7300.0,England
1968,LIVE-A01B4,8104.0,England
1969,LIVE-A0521,8105.0,England
1970,NORT-28123C,7810.0,England
1971,NORT-281FEA,7810.0,England
1972,NORT-282A60,7810.0,England
1973,NORT-282F8F,7806.0,England
1974,NORT-284011,7808.0,England
1975,NORT-29589D,7807.0,England
1976,NORW-EB706,8101.0,England
1977,NORW-ECB90,8104.0,England
1978,NORW-ED32E,8105.0,England
1979,NOTT-111C25,8104.0,England
1980,NOTT-111E10,8105.0,England
1981,PHWC-15C0D7,7821.0,Wales
1982,PHWC-15C286,8104.0,Wales
1983,PHWC-15C426,7607.0,Wales
1984,PHWC-15C5C9,7622.0,Wales
1985,PHWC-15CC4C,7589.0,Wales
1986,PHWC-15C963,7837.0,Wales
1987,PHWC-15CB5E,7684.0,Wales
1988,PHWC-15CD1C,7820.0,Wales
1989,PHWC-15CEDD,7860.0,Wales
1990,PHWC-15D06D,8104.0,Wales
1991,PHWC-15D22B,7862.0,Wales
1992,PHWC-15D3BF,7822.0,Wales
1993,PHWC-15D5D7,7953.0,Wales
1994,PHWC-15DB11,8105.0,Wales
1995,PHWC-15E011,7928.0,Wales
1996,PHWC-15E3BE,7898.0,Wales
1997,PHWC-15E828,7964.0,Wales
1998,PHWC-15FE25,8103.0,Wales
1999,PHWC-160049,8104.0,Wales
2000,PHWC-160243,8009.0,Wales
2001,PHWC-16046B,7581.0,Wales
2002,PHWC-160683,8105.0,Wales
2003,PHWC-16086F,7995.0,Wales
2004,PHWC-160AD2,7832.0,Wales
2005,PHWC-160CAF,8103.0,Wales
2006,PHWC-160E8B,7901.0,Wales
2007,PHWC-162548,7851.0,Wales
2008,PHWC-162715,7963.0,Wales
2009,PHWC-1628C7,7399.0,Wales
2010,PHWC-162AEF,7901.0,Wales
2011,PHWC-162CCB,8104.0,Wales
2012,PHWC-162E7A,8105.0,Wales
2013,PHWC-163037,8104.0,Wales
2014,PHWC-1631E9,8105.0,Wales
2015,PHWC-163398,8104.0,Wales
2016,BIRM-5F0E4,8104.0,England
2017,BIRM-5F80A,8102.0,England
2018,BIRM-5F9E9,8105.0,England
2019,BIRM-5FBC5,8103.0,England
2020,BIRM-6044E,8104.0,England
2021,BIRM-61182,8105.0,England
2022,CAMB-1B41CB,8102.0,England
2023,CAMB-1B492D,8103.0,England
2024,CVR2163,8105.0,Scotland
2025,CVR2715,8104.0,Scotland
2026,CVR2779,8106.0,Scotland
2027,CVR2824,8105.0,Scotland
2028,CVR2873,8103.0,Scotland
2029,CVR2962,8104.0,Scotland
2030,CVR3523,7968.0,Scotland
2031,CVR3551,8106.0,Scotland
2032,CVR3579,8103.0,Scotland
2033,CVR3617,8104.0,Scotland
2034,CVR3698,8104.0,Scotland
2035,EDB2629,8104.0,Scotland
2036,EDB4965,8102.0,Scotland
2037,EDB5683,8103.0,Scotland
2038,EDB5818,8102.0,Scotland
2039,EDB6147,8102.0,Scotland
2040,EDB6204,8105.0,Scotland
2041,EDB6324,8104.0,Scotland
2042,PHWC-163556,8105.0,Wales
2043,PHWC-163714,8103.0,Wales
2044,PHWC-1638B7,8105.0,Wales
2045,PHWC-163A93,8104.0,Wales
2046,PHWC-163C51,8105.0,Wales
2047,PHWC-163DF4,7890.0,Wales
2048,PHWC-163FA3,8005.0,Wales
2049,PHWC-16417F,8104.0,Wales
2050,PHWC-16432E,8104.0,Wales
2051,PHWC-1644EF,7901.0,Wales
2052,PHWC-164670,8105.0,Wales
2053,PHWC-29924,7339.0,Wales
2054,PHWC-2BF7B,7827.0,Wales
2055,PHWC-2C1A1,7327.0,Wales
2056,PHWC-2C8BB,7476.0,Wales
2057,PHWC-32621,7858.0,Wales
2058,PHWC-328B2,8061.0,Wales
2059,PHWC-32A52,7815.0,Wales
2060,PHWC-34A41,7110.0,Wales
2061,PHWC-351A5,7830.0,Wales
2062,PHWC-356D3,7442.0,Wales
2063,PHWC-35864,7830.0,Wales
2064,PHWC-359F8,7820.0,Wales
2065,PHWC-35B98,6946.0,Wales
2066,PHWC-35D38,7826.0,Wales
2067,PHWC-35ECC,7612.0,Wales
2068,PHWC-3605C,7851.0,Wales
2069,PHWC-3620B,7643.0,Wales
2070,PHWC-363BD,7585.0,Wales
2071,PHWC-365B7,7837.0,Wales
2072,PHWC-367A2,7107.0,Wales
2073,PHWC-36960,7643.0,Wales
2074,PHWC-36B00,7836.0,Wales
2075,PHWC-36C94,7833.0,Wales
2076,CM-IBV-003778,8104.0,Spain
2077,AN-IBV-002998,8104.0,Spain
2078,AN-IBV-002874,8105.0,Spain
2079,AN-IBV-002986,8104.0,Spain
2080,CN-IBV-002594,8103.0,Spain
2081,AN-IBV-002885,8104.0,Spain
2082,CVL-n-6051,8105.0,Israel
2083,CVL-n-5856,8105.0,Israel
2084,CVL-n-7451,8105.0,Israel
2085,GJ-GBRC208b,8102.0,India
2086,UGent-101,8104.0,Belgium
2087,20-50327,8105.0,Sweden
2088,20-08677,8103.0,Sweden
2089,20-50320,8106.0,Sweden
2090,20-50933,8104.0,Sweden
2091,NE-10834,8105.0,USA
2092,NE-11437,8105.0,USA
2093,NE-11837,8103.0,USA
2094,PORT-2D0B42,7807.0,England
2095,PORT-2D0DD3,8106.0,England
2096,PORT-2D0F73,8102.0,England
2097,PORT-2D119A,8103.0,England
2098,SHEF-C235C,8105.0,England
2099,SHEF-C5C30,8103.0,England
2100,SHEF-C89CD,8101.0,England
2101,SHEF-CB238,8102.0,England
2102,SHEF-CE00E,8103.0,England
2103,SHEF-D0151,8103.0,England
2104,20-14131,8104.0,Sweden
2105,20-06070,8104.0,Sweden
2106,20-50243,8106.0,Sweden
2107,CA-CSMC110,8097.0,USA
2108,CA-CSMC133,8105.0,USA
2109,CA-CSMC26,8106.0,USA
2110,CA-CSMC49,8104.0,USA
2111,CA-CSMC71,8104.0,USA
2112,CA-CSMC94,8105.0,USA
2113,UT-04052,7241.0,USA
2114,BCSIR-NILMRC-112,8104.0,Bangladesh
2115,CeMM0314,8104.0,Austria
2116,CeMM0352,8105.0,Austria
2117,CeMM0401,8105.0,Austria
2118,CeMM0435,8102.0,Austria
2119,CeMM0484,8104.0,Austria
2120,CeMM0560,8105.0,Austria
2121,CeMM0639,8105.0,Austria
2122,430,8106.0,Singapore
2123,455,8104.0,Singapore
2124,MI-MDHHS-SC20892,8103.0,USA
2125,MI-MDHHS-SC20918,7992.0,USA
2126,BL-ETHZ-140000,8091.0,Switzerland
2127,UR-ETHZ-140053,8103.0,Switzerland
2128,AG-ETHZ-140086,8101.0,Switzerland
2129,MG-L10-CD156,7694.0,Brazil
2130,SP-L11-CD93,8105.0,Brazil
2131,CE-L13-CD211,6861.0,Brazil
2132,SP-L14-CD258,8103.0,Brazil
2133,SP-L16-CD318,7658.0,Brazil
2134,BA-L17-CD358,7689.0,Brazil
2135,SC-L20-CD420,5957.0,Brazil
2136,SP-L22-CD483,7831.0,Brazil
2137,RJ-L4-CD10,8104.0,Brazil
2138,SP-L6-CD55,7110.0,Brazil
2139,SP-L8-CD107,7391.0,Brazil
2140,SP-L9-CD131,6821.0,Brazil
2141,QC_AH6,7815.0,Canada
2142,CT-Yale-300,7810.0,USA
2143,CT-Yale-326,8014.0,USA
2144,MN-MDH-1121,8105.0,USA
2145,MN-MDH-1146,8105.0,USA
2146,MN-MDH-1171,8105.0,USA
2147,CA-CZB-1764,8103.0,USA
2148,473,8105.0,Singapore
2149,314,8101.0,Benin
2150,GJ-GBRC224a,8101.0,India
2151,MP-DRDE3926,8105.0,India
2152,MN-UW-628,8105.0,USA
2153,WA-UW-690,8103.0,USA
2154,rega-0411449,8104.0,Belgium
2155,rega-0414474,8105.0,Belgium
2156,UD-10333,8104.0,Hungary
2157,BC_22611474,8105.0,Canada
2158,BC_06514625,8105.0,Canada
2159,BC_16502858,8105.0,Canada
2160,BC_09025513,8103.0,Canada
2161,CHRF-0030,8104.0,Bangladesh
2162,Tb-7851,8106.0,Georgia
2163,BAS-UniMI-2161,8105.0,Italy
2164,KA-InStem-NCBS-0050,8102.0,India
2165,MN-MDH-1193,8105.0,USA
2166,MN-MDH-1219,8103.0,USA
2167,VA-DCLS-0424,8105.0,USA
2168,VA-DCLS-0452,8104.0,USA
2169,WA-UW-1617,8104.0,USA
2170,WA-UW-2376,8105.0,USA
2171,BIRM-606A2,8105.0,England
2172,BIRM-61401,8103.0,England
2173,CAMB-1B2DE7,8103.0,England
2174,CAMB-78522,8105.0,England
2175,CVR1986,8105.0,Scotland
2176,CVR2176,8104.0,Scotland
2177,CVR2279,7949.0,Scotland
2178,CVR2359,8104.0,Scotland
2179,CVR2445,8103.0,Scotland
2180,CVR2554,8106.0,Scotland
2181,CVR2627,8105.0,Scotland
2182,CVR2681,8104.0,Scotland
2183,CVR3462,8104.0,Scotland
2184,CVR3679,8105.0,Scotland
2185,CVR3789,8103.0,Scotland
2186,CVR3816,8104.0,Scotland
2187,EDB4599,8103.0,Scotland
2188,EDB4869,8103.0,Scotland
2189,EDB6095,8103.0,Scotland
2190,EDB6261,8104.0,Scotland
2191,EDB6586,8104.0,Scotland
2192,LCST-24D67AA,8103.0,England
2193,LCST-24D69D1,8105.0,England
2194,LCST-24D6E0F,7839.0,England
2195,LCST-24D7141,7837.0,England
2196,LIVE-A0C2C,8102.0,England
2197,LOND-D6C87,8104.0,England
2198,LOND-D6E81,8105.0,England
2199,NORT-281F80,7809.0,England
2200,NORT-283A9C,8101.0,England
2201,NORT-284345,8103.0,England
2202,NORT-2847B2,8105.0,England
2203,NORT-284D83,8102.0,England
2204,NORT-294DF9,8104.0,England
2205,NORT-2959B8,8105.0,England
2206,NORT-295EB9,8105.0,England
2207,NSW581,8105.0,Australia
2208,NSW606,8105.0,Australia
2209,OXON-AF4CB,8105.0,England
2210,OXON-AF759,8104.0,England
2211,OXON-AF9EA,8105.0,England
2212,OXON-AFCA5,8105.0,England
2213,OXON-AFFD9,8103.0,England
2214,OXON-B0236,8105.0,England
2215,OXON-B063A,8105.0,England
2216,OXON-B08E9,8104.0,England
2217,OXON-B0BD1,8101.0,England
2218,OXON-B0E14,8104.0,England
2219,OXON-B10A4,8101.0,England
2220,OXON-B1499,8103.0,England
2221,OXON-B1772,8105.0,England
2222,OXON-B1A79,8105.0,England
2223,OXON-B1DE9,8105.0,England
2224,OXON-B2128,8104.0,England
2225,OXON-B2410,8104.0,England
2226,OXON-B26FC,8103.0,England
2227,PORT-2D13EF,8104.0,England
2228,SHEF-C6446,8106.0,England
2229,SHEF-CAC4A,8104.0,England
2230,SHEF-D01D9,8104.0,England
2231,PHWC-160568,7560.0,Wales
2232,PHWC-1648C5,7620.0,Wales
2233,PHWC-164AA1,7780.0,Wales
2234,PHWC-164CBA,7718.0,Wales
2235,PHWC-164EC3,8019.0,Wales
2236,PHWC-1650AE,8030.0,Wales
2237,PHWC-165299,8104.0,Wales
2238,PHWC-165475,7902.0,Wales
2239,MH-NIV-10176,8104.0,India
2240,MH-NIV-22048,8103.0,India
2241,MH-NIV-40837,8105.0,India
2242,MH-NIV-65847,8105.0,India
2243,515,8104.0,Singapore
2244,NB-214,8105.0,Canada
2245,MH-NIV-64880,6667.0,India
2246,TKYE613173,8104.0,Japan
2247,CUNCI-HGC5I001,8102.0,Egypt
2248,CUNCI-HGC5I026,8101.0,Egypt
2249,FL-04-UMTL-96NV,8105.0,USA
2250,P1,8105.0,England
2251,PG-0046,8104.0,Japan
2252,PG-0087,8104.0,Japan
2253,PG-0136,8104.0,Japan
2254,PG-0176,8105.0,Japan
2255,PG-0210,8104.0,Japan
2256,PG-0247,8105.0,Japan
2257,PG-0280,8106.0,Japan
2258,PG-0310,8105.0,Japan
